file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\PartTimeEmployee.java,StaffManagement.DomainData.PartTimeEmployee,getHours/0,false,23,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\PartTimeEmployee.java,StaffManagement.DomainData.PartTimeEmployee,setRate/1[double],false,27,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\PartTimeEmployee.java,StaffManagement.DomainData.PartTimeEmployee,setHours/1[double],false,31,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\PartTimeEmployee.java,StaffManagement.DomainData.PartTimeEmployee,getRate/0,false,19,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\PartTimeEmployee.java,StaffManagement.DomainData.PartTimeEmployee,PartTimeEmployee/0,true,16,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous3,mouseReleased/1[java.awt.event.MouseEvent],false,109,1,2,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous3,mousePressed/1[java.awt.event.MouseEvent],false,106,1,2,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous4,mouseClicked/1[java.awt.event.MouseEvent],false,155,1,16,0,16,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous5,actionPerformed/1[java.awt.event.ActionEvent],false,186,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\BusinessLogic\UpdateEmployeeController.java,StaffManagement.BusinessLogic.UpdateEmployeeController,"updateEmployee/9[int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Date,double,double,double]",false,19,3,5,1,4,1,2,6,0,3,9,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,9,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous6,mouseClicked/1[java.awt.event.MouseEvent],false,215,1,16,0,16,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous7,mouseClicked/1[java.awt.event.MouseEvent],false,241,1,16,0,16,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\BusinessLogic\ListEmployeesController.java,StaffManagement.BusinessLogic.ListEmployeesController,listEmployees/1[javax.swing.table.DefaultTableModel],false,28,2,10,2,8,2,11,15,0,4,1,11,0,0,1,0,0,0,0,9,10,0,1,0,0,0,13,9,0,false
C:\StaffManagementSystem-master\src\StaffManagement\BusinessLogic\ListEmployeesController.java,StaffManagement.BusinessLogic.ListEmployeesController,setEmpList/1[java.util.ArrayList],false,24,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\BusinessLogic\ListEmployeesController.java,StaffManagement.BusinessLogic.ListEmployeesController,getEmployees/0,false,20,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setType/1[java.lang.String],false,43,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setDoj/1[java.util.Date],false,52,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getEmail/0,false,28,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,Employee/0,true,17,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setName/1[java.lang.String],false,40,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setEmail/1[java.lang.String],false,46,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setAddress/1[java.lang.String],false,49,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getAddress/0,false,31,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,setId/1[int],false,37,0,2,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getId/0,false,19,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getDoj/0,false,34,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getName/0,false,22,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\Employee.java,StaffManagement.DomainData.Employee,getType/0,false,25,0,4,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous8,keyReleased/1[java.awt.event.KeyEvent],false,246,1,2,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\DomainData\EmployeeFactory.java,StaffManagement.DomainData.EmployeeFactory,"emp/9[int,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Date,double,double,double]",false,17,3,16,5,11,6,10,33,4,2,9,10,0,0,0,1,0,0,4,2,2,0,2,0,0,0,15,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous9,actionPerformed/1[java.awt.event.ActionEvent],false,263,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous12,run/0,false,492,1,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous11,actionPerformed/1[java.awt.event.ActionEvent],false,334,1,9,0,9,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous10,mouseClicked/1[java.awt.event.MouseEvent],false,299,1,16,0,16,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous1,mouseClicked/1[java.awt.event.MouseEvent],false,92,1,16,0,16,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\LoginUI.java,StaffManagement.UserInterface.LoginUI$Anonymous2,mouseDragged/1[java.awt.event.MouseEvent],false,101,1,2,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\BusinessLogic\AddEmployeeController.java,StaffManagement.BusinessLogic.AddEmployeeController,"addEmployee/8[java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.util.Date,double,double,double]",false,20,3,5,1,4,1,2,6,0,3,8,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,8,9,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,delete_employee_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,696,2,3,1,2,1,4,5,0,1,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,9,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,logoutMouseClicked/1[java.awt.event.MouseEvent],false,787,1,2,1,1,1,2,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,resetLblColor/1[javax.swing.JLabel],false,75,0,4,4,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,sidebar_add_emp_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,735,1,3,1,2,1,5,15,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,main/1[java.lang.String[]],false,944,1,1,0,1,7,10,26,0,0,1,10,0,0,1,0,1,0,1,0,0,0,3,0,0,1,19,9,0,true
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,"ManagerUI/3[StaffManagement.BusinessLogic.AddEmployeeController,StaffManagement.BusinessLogic.ListEmployeesController,java.sql.Connection]",true,64,3,1,0,1,1,1,6,0,0,3,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,14,1,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,headerMousePressed/1[java.awt.event.MouseEvent],false,771,0,1,1,0,1,3,5,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,8,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,sidebar_emp_list_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,753,2,7,4,3,1,5,11,0,1,1,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,21,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,save_employee_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,870,2,3,1,2,8,7,31,0,7,1,7,1,2,0,3,0,0,5,3,10,0,1,0,0,0,16,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,sidebar_update_emp_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,717,1,3,1,2,1,5,15,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,19,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,setLblColor/1[javax.swing.JLabel],false,71,0,4,4,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,sidebar_delete_emp_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,706,1,3,1,2,1,3,9,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_hours_inputActionPerformed/1[java.awt.event.ActionEvent],false,900,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_type_full_rdo_btnActionPerformed/1[java.awt.event.ActionEvent],false,848,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,exit_lblMouseClicked/1[java.awt.event.MouseEvent],false,783,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,initComponents/0,false,101,1,4,2,2,1,60,361,0,7,0,60,0,0,0,0,0,0,70,281,53,0,0,21,0,0,101,2,0,true
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,headerMouseDragged/1[java.awt.event.MouseEvent],false,777,0,1,1,0,1,3,5,0,2,1,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_type_full_rdo_btnMouseClicked/1[java.awt.event.MouseEvent],false,852,0,1,1,0,2,2,18,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,update_employee_btn_lblMouseClicked/1[java.awt.event.MouseEvent],false,792,2,3,1,2,8,8,32,0,8,1,8,1,2,0,3,0,0,5,3,11,0,1,0,0,0,17,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_type_part_rdo_btnActionPerformed/1[java.awt.event.ActionEvent],false,826,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_type_part_rdo_btnMouseClicked/1[java.awt.event.MouseEvent],false,830,0,1,1,0,2,2,18,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,ManagerUI/0,true,43,2,4,2,2,2,5,21,0,1,0,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,13,1,0,true
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_salary_inputActionPerformed/1[java.awt.event.ActionEvent],false,822,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_address_inputActionPerformed/1[java.awt.event.ActionEvent],false,904,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,headerMouseReleased/1[java.awt.event.MouseEvent],false,767,0,1,1,0,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,delete_employee_id_inputActionPerformed/1[java.awt.event.ActionEvent],false,702,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,false
C:\StaffManagementSystem-master\src\StaffManagement\UserInterface\ManagerUI.java,StaffManagement.UserInterface.ManagerUI,emp_id_inputKeyReleased/1[java.awt.event.KeyEvent],false,908,2,7,1,6,6,14,34,0,2,1,14,0,0,0,2,0,0,3,0,2,0,3,0,0,0,10,2,0,false
